formula,image
\delta B _ { \hat { 0 } \alpha } ^ { g } = \frac { 1 } { \sqrt { a } } { \bar { e } } _ { \alpha } ^ { \; \; i } \left( \delta { \beta } _ { o i } ^ { g } - v _ { i } \delta \beta ^ { a } \right) .,7d7f34a745.png
"\chi [ { \cal M } _ { \alpha } ] = { \frac { 1 } { 3 2 \pi ^ { 2 } } } \int _ { { \cal M } _ { \alpha } / \Sigma } ( R ^ { 2 } - 4 R _ { \mu \nu } ^ { 2 } + R _ { \mu \nu \alpha \beta } ^ { 2 } ) + ( 1 - \alpha ) \chi [ \Sigma ] ~ ~ ~ ,",47d61cf5f0.png
"S = \frac { - 8 } { \kappa ^ { 2 } } \int d t d ^ { 2 } \theta d ^ { 2 } \overline { { \theta } } { I \! \! N } ^ { - 1 } A ( { I \! \! N } { \bf Q } ^ { \mu } ) ,",41d1835b9d.png
"H _ { Q ( t , z ) } ^ { S , l } \cong H _ { Q ( t ) } ^ { S } \otimes C [ [ z ] ] \cong \hat { H } _ { Q ( t , z ) } ^ { S } ,",62657b5e68.png
n ( \omega ) = { \frac { 1 + e ^ { - \alpha ^ { 2 } \omega ^ { 2 } } } { 1 - e ^ { - \alpha ^ { 2 } \omega ^ { 2 } } } } .,319dd0463f.png
"Q = \frac { 1 } { C } \int _ { T _ { 2 } } W ^ { * } \omega ,",2bceca2af5.png
"a + b - 1 + 2 \sum _ { j = 1 } ^ { r - 2 } j \, n _ { j } = L + 1 .",1fa7f3fa13.png
"\hat { R } _ { 1 2 } ( q ^ { - 1 } ) K _ { 1 } ^ { \prime } \hat { R } _ { 1 2 } ( q ^ { - 1 } ) K _ { 1 } ^ { \prime } = K _ { 1 } ^ { \prime } \hat { R } _ { 1 2 } ( q ^ { - 1 } ) K _ { 1 } ^ { \prime } \hat { R } _ { 1 2 } ( q ^ { - 1 } ) \quad ,",28a7805724.png
"\psi = \sqrt \rho _ { 0 } e ^ { i n \theta } , \quad A _ { 0 } = 0 , \quad { \bf A } = \frac { n } { e } \frac { { \bf e } _ { \theta } } { r }",4f62e74af6.png
T ^ { M } \cdot T ^ { N } - ( M \leftrightarrow N ) = f ^ { M N K } T ^ { K },d41e91c436.png
Q _ { U } = \int _ { U } j _ { p } = \int _ { U } d ( d C _ { p } ) = \int _ { \partial U } d C _ { p } = \int _ { \partial U } G _ { p + 1 } - H \wedge C _ { p - 2 } .,7f9cb5466e.png
"( \partial p ) ^ { * } \partial \Theta , \partial g",49e0f63e9d.png
\beta F _ { \mathrm { b o s e } } = 9 N ^ { 2 } \operatorname { l o g } [ 2 \operatorname { s i n h } ( 2 \beta R _ { \mathrm { r m s } } ) ],18fcea5309.png
"m , n = 1 \ldots d ; \; \; \; \; \; \; a , b , c = 1 \ldots g ; \; \; \; \; \; i , j , k = 1 \ldots g \; \; \; \; \; \; ( g \leq d )",4ccb9dd306.png
"[ \hat { \eta } _ { m } ^ { ( i ) \mu } , \hat { \eta } _ { n } ^ { \dagger ( j ) \nu } ] = G ^ { \mu \nu } \delta ^ { i , j } \delta _ { m , n } ~ .",4ad52b90e0.png
"\Phi ^ { 2 } = 2 ( { \frac { d - 3 } { d - 2 } } ) q \Phi _ { h } \phi ~ ~ , ~ ~ \gamma _ { a b } = ( { \frac { \phi _ { h } } { \phi } } ) ^ { \frac { d - 3 } { d - 2 } } e ^ { { \frac { 2 } { q \Phi _ { h } } } \phi } \bar { \gamma } _ { a b } ~ ~",3d7079863e.png
"C ( \theta ) = \left\{ \begin{array} { l } { \operatorname { c o t } { \theta } \hspace { 0 . 5 c m } \mathrm { f o r } \hspace { 0 . 3 c m } k = + 1 , } \\ { 0 \hspace { 0 . 5 c m } \mathrm { f o r } \hspace { 0 . 3 c m } k = 0 , } \\ { \operatorname { c o t h } { \theta } \hspace { 0 . 5 c m } \mathrm { f o r } \hspace { 0 . 3 c m } k = - 1 , } \\ \end{array} \right. \",756fcfed82.png
\eta ^ { l m } \partial _ { i } \partial _ { j } \partial _ { m } F _ { M } \partial _ { l } \partial _ { k } \partial _ { n } F _ { M } = \eta ^ { l m } \partial _ { j } \partial _ { k } \partial _ { m } F _ { M } \partial _ { i } \partial _ { l } \partial _ { n } F _ { M },1466d6bf21.png
d s _ { n + 3 } ^ { 2 } = e ^ { - 2 n L \rho } d x ^ { 2 } + e ^ { 4 L \rho } ( 2 d x d t + \sum _ { i = 1 } ^ { n } { d y ^ { i } } ^ { 2 } ) + d \rho ^ { 2 },31da825201.png
J _ { 5 } ^ { \mu } = - \frac { e ^ { 2 } } { 8 \pi ^ { 2 } } \epsilon ^ { \mu \nu \lambda \sigma } A _ { \nu } F _ { \lambda \sigma },164c43af41.png
\hat { D } ( \hat { u } ) = \lambda ^ { - 1 } \hat { Q } ( \hat { u } ),49e504bde5.png
"h ( r ) = \eta \left( 1 - \sqrt { \frac { \lambda _ { 2 } } { 2 \lambda _ { 1 } } } \eta r K _ { 1 } ( 2 \sqrt { \frac { \lambda _ { 2 } } { \lambda _ { 1 } } } \eta r ) \right) ,",3fdfd3011e.png
"\partial _ { \tau } \langle x , \tau \vert x ^ { \prime } , 0 \rangle = - \langle x , \tau \vert H \vert x ^ { \prime } , 0 \rangle \; ,",1434096391.png
{ \cal L } _ { S G } = \frac { 1 } { 2 } \partial _ { \mu } \varphi \partial _ { \mu } \varphi -,1671b4d29f.png
"{ \cal L } _ { c l a s s } = { \cal L } _ { c l a s s } ( \phi , \alpha ) = \sum _ { i } \lambda _ { i } ( \alpha ) \, { \cal G } _ { i } .",71e97fae64.png
\Psi _ { E } ^ { ( - ) } = \left( \begin{array} { l } { e ^ { i \frac { \theta } { 2 } } \sum f _ { n } e ^ { i \left( n + \frac { 1 } { 2 } \right) \theta } } \\ { e ^ { - i \frac { \theta } { 2 } } \sum g _ { n } e ^ { i \left( n + \frac { 1 } { 2 } \right) \theta } } \\ \end{array} \right),1a5e4f1ea5.png
"[ \partial _ { x } , \eta ] = 0 \ \ \ \ [ \partial _ { y } , \xi ] = h ^ { \prime } \xi \partial _ { x } + h h ^ { \prime } \eta \partial _ { x } + h \eta \partial _ { y }",5c5c0536ca.png
"\Gamma _ { \underline { \alpha } \underline { \beta } } ^ { i } = \left( \begin{array} { c c } { 0 } & { \delta _ { \beta } ^ { \alpha } ( \gamma ^ { i } ) _ { q } ^ { ~ r } } \\ { - \delta _ { \alpha } ^ { \beta } ( \gamma ^ { i } ) _ { ~ r } ^ { q } } & { 0 } \\ \end{array} \right) \, , \quad i = 1 , . . . , 5 \, ,",7a8a88a457.png
"R _ { i j } = \frac { E ( z _ { i } , z _ { j } ) E ( w _ { i } , w _ { j } ) } { E ( z _ { i } , w _ { j } ) E ( w _ { i } z _ { j } ) }",70f7d8cb2f.png
"\Delta _ { \varepsilon , \overline { { \varepsilon } } } ^ { ( 1 ) } = \frac { \sigma ^ { 2 } } 2 \cdot \frac { m - i \varepsilon \widehat { p } } { 2 m } \cdot \frac { m - i \overline { { \varepsilon } } \overline { { p } } } { 2 m } \cdot \left( 1 - \sigma _ { p } ^ { 2 } \right) = \Psi _ { \varepsilon , \overline { { \varepsilon } } } \cdot \overline { { \Psi } } _ { \varepsilon , \overline { { \varepsilon } } }",2efe089406.png
\gamma _ { 5 } \Gamma _ { 5 } \gamma _ { 5 } D + D \Gamma _ { 5 } = 0,536023b45b.png
"\vert j , L = M = 0 \rangle = { \frac { 1 } { \sqrt { 2 j + 1 } } } \; \sum _ { m \; = - j } ^ { j } \vert j , m , - m \rangle",424dd560d5.png
"c ^ { ( 0 ) } \delta ( \nu ) \equiv \operatorname* { l i m } _ { t \to 0 } { \frac { c ^ { ( 0 ) } ( \nu , t ) } { \nu ^ { n - 2 } } } \quad .",d72dcd4146.png
J _ { 0 } ^ { \pm } | j m > = \sqrt { m ( m \pm 1 ) - j ( j + 1 ) } \; | j m \pm 1 >,163bb3b656.png
"\delta m = \sqrt { \frac { j ( j + 1 ) } { d } } = \frac { \sqrt { j ( j + 1 ) } } { r } ,",4652f0eee3.png
\tilde { G } _ { \mu \nu } ^ { 0 A } - \tilde { G } _ { \mu \nu } ^ { 0 L } = - { \frac { 1 } { k ^ { 2 } } } k _ { \mu } k _ { \nu } \biggl ( { \frac { ( \lambda k ^ { 2 } + \eta ^ { 2 } ) } { ( \eta \cdot k ) ^ { 2 } } } + { \frac { ( 1 - \lambda ) } { k ^ { 2 } } } \biggr ) + { \frac { k _ { [ \mu } \eta _ { \nu ] _ { + } } } { k ^ { 2 } \eta \cdot k } } .,79230f17fe.png
"\widetilde { \Omega } _ { i } ^ { ( 1 ) } ( x ) = \int d y X _ { i j } ( x , y ) \Phi ^ { j } ( y ) .",3e4e1d1c9c.png
"R _ { S } ^ { 0 } ( F ^ { \otimes n } , G ) = \int d ^ { n } x ( { \mathcal R } ( x _ { \pi _ { t } ( 1 ) } ) \ldots { \mathcal R } ( x _ { \pi _ { t } ( n ) } ) G ) _ { S } \ .",37122e6049.png
"Z ^ { I } = \sum _ { a = 1 } ^ { 1 6 } { \frac { q ^ { I } { } _ { a } } { | \vec { x } - \vec { x } _ { a } | } } \, \ , \qquad \sum _ { a = 1 } ^ { 1 6 } q ^ { I } { } _ { a } = 0 \ ,",5a32b3ae99.png
"\{ F ^ { \sigma \nu } , x ^ { \mu } \} - \{ F ^ { \sigma \mu } , x ^ { \nu } \} = \{ F ^ { \mu \nu } , x ^ { \sigma } \} .",4ae0099f82.png
"M _ { U \ \scriptstyle \mathrm { m i n } } ^ { E _ { 8 } - E _ { 6 } } \approx 5 . 4 9 \times 1 0 ^ { 1 7 } \times g _ { U } ^ { E _ { 8 } - E _ { 6 } } \times \frac { 1 } { \sqrt { 1 + 0 . 0 8 \times \left( g _ { U } ^ { E _ { 8 } - E _ { 6 } } \right) ^ { 2 } } } \, \mathrm { G e V } \, .",132e4fe98e.png
"\frac { \partial \xi _ { 1 } } { \partial x _ { 0 } } + \xi _ { 1 } \frac { \partial \xi _ { 1 } } { \partial x _ { 1 } } = 0 , \quad x _ { 1 } - \xi _ { 1 } x _ { 0 } = F ( \xi _ { 1 } )",53848ae56b.png
d f _ { i } = d Q _ { i } \frac { \partial f ( Q _ { i } ) } { \partial Q _ { i } } \; .,1a09f0e488.png
\phi _ { a } \phi _ { a } = \phi _ { 1 } ^ { 2 } + \phi _ { 2 } ^ { 2 } + \phi _ { 3 } ^ { 2 } = 1 .,22ebca097d.png
\left( \tilde { \alpha } _ { J } \right) _ { k } = \frac { 1 } { \sqrt { n } } \sum _ { i = 1 } ^ { n },5fe9341510.png
"[ X _ { J } , [ X ^ { J } , X _ { [ K } ] ] n _ { L ] } + { \frac { 1 } { 4 } } \{ \bar { \lambda } , \Gamma _ { K L } \lambda \} = 0 .",8fc62d8cee.png
"\Gamma _ { \mathrm { e f f } } ^ { \mathrm { P V } } = \Gamma _ { \mathrm { e f f } } ^ { \mathrm { P V } , ( 1 ) } + \Gamma _ { \mathrm { e f f } } ^ { \mathrm { P V } , \, ( \vec { E } ) }",415254995a.png
D _ { a } D ^ { a } \phi + \cdots = \frac { \partial V ( T ) } { \partial T },2bbcda22c8.png
"\partial _ { t } Q = \frac { \delta { \cal H } ( Q , P ) } { \delta P } \quad \partial _ { t } P = - \frac { \delta { \cal H } ( Q , P ) } { \delta Q } .",2a8be07a0d.png
\left[ m _ { 0 } ^ { D - 2 } - K _ { c r } ^ { \frac { D - 2 } { 2 } } \frac { 1 } { \sqrt { \pi } } \Gamma ( \frac { D - 1 } { 2 } ) \Gamma ( \frac { D } { 2 } ) \right] \Gamma ( 1 - \frac { D } { 2 } ) = 0 .,3d674765e3.png
"\dot { b } = \frac { 1 } { e ^ { t ( | y | ) - N + 3 A } } = \frac { 1 } { e ^ { t ( | y | ) + 2 k F + 3 J } } ~ ,",76a11a58c5.png
"\Phi _ { 1 } ^ { G } = e + \zeta \pi _ { 0 } ^ { - 1 } \; , \; \; \Phi _ { 2 } ^ { G } = \chi \; , \; \; \Phi _ { 3 \mu } ^ { G } = b _ { \mu } \; , \; \; \Phi _ { 4 } ^ { G } = x _ { 0 } - \zeta \tau \; , \; \; \Phi _ { 5 } ^ { G } = \psi ^ { 0 } \; , \; \;",6c29c29288.png
{ \bf P } \left( \hat { a } _ { a _ { 1 } } ^ { \dagger } \ldots \hat { a } _ { a _ { s } + 1 } ^ { \dagger } A _ { \; \; \quad \quad b _ { 1 } \ldots b _ { s } } ^ { a _ { 1 } \ldots a _ { s + 1 } } \hat { a } ^ { b _ { 1 } } \ldots \hat { a } ^ { b _ { s } } \right) = \hat { a } _ { a } ^ { \dagger } K ^ { a },4a9defb409.png
"e _ { n } = \gamma _ { n } \, ; \quad e _ { 7 } = i \gamma _ { 5 } \, ; \quad e _ { n + 3 } = e _ { n } e _ { 7 } = i \gamma _ { n } \gamma _ { 5 } \, ; \qquad n = 1 , 2 , 3 \, .",394b9c6f7a.png
"\langle \Psi | \Phi \rangle = \int { \overline { \Psi } } \Phi e ^ { - \langle Z , Z \rangle } { \cal D } Z { \cal D } { \overline { Z } } \, .",55928482f0.png
"{ \cal F } ( a , \Lambda ) = { 8 \pi i b _ { 1 } } \Lambda ^ { 2 } a ^ { 2 } \int _ { 4 \Lambda / \pi } ^ { a } d x { \cal G } _ { 1 } ( x ) x ^ { - 3 } - { \frac { i b _ { 1 } \pi ^ { 3 } } { 4 } } a ^ { 2 } ,",66d373e188.png
"\sum _ { B } \, \Phi _ { A B } \ast L _ { B } ^ { \pm } ( \theta , r ) = r \, M _ { A } \operatorname { c o s h } \theta + \operatorname { l n } ( 1 - \operatorname { e x p } ( - L _ { A } ^ { \pm } ( \theta , r ) ) ) \quad \, .",511e378fdc.png
A _ { \mu } = \frac { 1 } { 2 q } \frac { i ( \overline { { \psi } } \gamma _ { \mu } \slash { \partial } \psi - \overline { { \psi } } \overleftarrow { \slash { \partial } } \gamma _ { \mu } \psi ) - 2 m j _ { \mu } } { \overline { { \psi } } \psi } .,5a97c95d42.png
"x = a + b \overline { { \psi } } _ { 0 } \psi _ { 0 } , \qquad \psi = c \psi _ { 0 } + d \overline { { \psi } } _ { 0 } , \qquad \overline { { \psi } } = c ^ { * } \overline { { \psi } } _ { 0 } + d ^ { * } \psi _ { 0 } ,",6fd193ddff.png
"\partial ^ { m } \bar { \chi } _ { m \dot { \alpha } } = \partial ^ { m } \chi _ { m \alpha } = 0 ,",7f66b07a62.png
"U _ { x , i j } = \operatorname { e x p } \left( - \textstyle { { \frac { 1 } { 2 } } } i g a ^ { 2 } \epsilon _ { i j k } B _ { x , k } ^ { a } \tau ^ { a } \right) \, .",686db389cb.png
"\zeta _ { s } ( \Delta _ { X } ) - \zeta _ { s } ( \Delta _ { Y } ) + \zeta _ { s } ( \Delta _ { Z } ) = 0 , \quad \forall s .",558cb70d57.png
P _ { M } ^ { N } ( z ) = \frac { \sum _ { n = 0 } ^ { N } A _ { n } z ^ { n } } { \sum _ { n = 0 } ^ { M } B _ { n } z ^ { n } },72d002f812.png
T ( u ) = \left( \begin{array} { c c } { 1 } & { - u ^ { 0 } \vec { u } ^ { \mathrm { T } } } \\ { \hline 0 } & { I } \\ \end{array} \right),23ec2a9866.png
p _ { \mu } T _ { \mu \nu } ^ { S \rightarrow A V } = 2 m i T _ { \nu } ^ { S \rightarrow P V },4ebe29dcdc.png
\nabla _ { \mu } \phi _ { \mu _ { 1 } \dots \mu _ { k } } = ( \partial _ { \mu } + \omega _ { \mu } ) \phi _ { \mu _ { 1 } \dots \mu _ { k } } - \sum _ { i = 1 } ^ { k } \Gamma _ { \mu _ { i } \mu } ^ { \lambda } \phi _ { \mu _ { 1 } \dots \mu _ { i - 1 } \lambda \mu _ { i + 1 } \dots \mu _ { k } },ecddd11060.png
\vert \mathrm { o p e n } > = J _ { - 1 } ^ { a } \vert j >,3185c48802.png
"M = \left( \begin{array} { c c } { C } & { \hat { 0 } } \\ { \hat { 0 } } & { \bar { C } } \\ \end{array} \right) ,",4f6a6bf201.png
T ^ { 0 i } = B \tilde { E } _ { i } - ( \partial _ { j } E _ { j } ) A _ { i } - \frac { 2 < B ^ { 2 } > } { \Lambda ^ { 3 } \kappa } \partial _ { i } ( A E ) + \frac { M } { 8 } \partial _ { j } ( A _ { i } \tilde { A } _ { j } + A _ { j } \tilde { A } _ { i } ) ;,4f8503ee9d.png
\langle | \Phi _ { + } ( y ) | \rangle = { \frac { A } { \operatorname { c o s } [ a y + b + c _ { 0 } \mathrm { s g n } ( y ) + c _ { \pi } \mathrm { s g n } ( y - \pi R ) ] } } .,538fef06b2.png
\sqrt { \kappa ^ { 2 } + | \alpha | ^ { 2 } } = \frac { \pi \lambda ^ { 2 } } { L _ { 1 } L _ { 2 } } .,7d471c4099.png
"R _ { 2 } ( y _ { i } , y _ { j } ) = f _ { 1 , 1 } ( y _ { i } , y _ { j } ) + { \frac { \kappa } { 2 } } \left( f _ { 2 , 1 } ( y _ { i } , y _ { j } ) + f _ { 1 , 2 } ( y _ { i } , y _ { j } ) \right) + O ( \kappa ^ { 2 } ) ,",f79d80b12c.png
"\Delta ^ { ( 1 ) } ( \beta _ { R } , \beta _ { I } , k , z _ { 1 } ) = u ~ P ( \beta _ { R } | \beta _ { I } , k , \mathrm { R e } ( z _ { 1 } ) , \mathrm { I m } ( z _ { 1 } ) )",23a0256e05.png
"\eta ^ { \mu } ( \sigma ) = \hat { \xi } ^ { \mu } ( \sigma , r ( \sigma ) ) \ .",4e01ccc31a.png
m ^ { 2 } ( t ) = m ^ { 2 } \operatorname { e x p } ( ( 2 - 2 \alpha + \frac { 2 \alpha ^ { 2 } } { Q ^ { 2 } } ) t ),2bc4a215e1.png
"d _ { p _ { 1 } } C _ { p _ { 1 } } ^ { a _ { 1 } } = H _ { 1 } ^ { a _ { 1 } } , \; d _ { p _ { 1 } } H _ { 1 } ^ { a _ { 1 } } = 0 ,",286b161118.png
\partial _ { 5 } \left\langle { \Phi } \right\rangle = - g _ { 5 } ^ { 2 } \phi ^ { \dagger } \phi \left( \delta ( x _ { 5 } ) - { \frac { 1 } { 2 \pi R } } \right) \ .,267a44a011.png
"\sigma _ { a b } = m ^ { 2 } \delta _ { a b } + v _ { a b } ,",786c9a4c35.png
"\Pi ^ { - } = 2 i \theta ^ { - } P _ { p } \sigma ^ { p } \ , \qquad \bar { \Pi } ^ { - } = 2 i P _ { p } \sigma ^ { p } \bar { \theta } ^ { - }",64df465ef2.png
"\widehat { p } ^ { a } \left| B _ { X } \right\rangle \! = \left( \widehat { q } ^ { i } - y ^ { i } \right) \left| B _ { X } \right\rangle \! = 0 ,",4539737602.png
"{ \frac { m } { 2 } } \left[ \mathrm { T r } \left( \Phi ^ { 2 } \right) - \mathrm { T r } \left( { \widetilde \Phi } ^ { 2 } \right) \right] ~ ,",4bdf6fd523.png
"\phi _ { i } ^ { \prime } ( x ) = \phi _ { i } ( x ) + \delta _ { \mathrm { B R S } } \phi _ { i } ( x ) \Theta [ \phi ] ,",8f3748e911.png
"{ \frac { \partial W } { \partial \bar { q } } } = 0 \qquad \Longrightarrow \qquad q = Q ,",795b27411f.png
\Omega \to \Omega + 1 \qquad \mathrm { a n d } \qquad \Omega \to - 1 / \Omega \ .,a219448585.png
"\Psi ( x ) = ( 2 \pi ) ^ { - 3 / 2 } \int \left[ \Psi ^ { + } ( \mathbf { p } ) e ^ { i p x } + \Psi ^ { - } ( \mathbf { p } ) e ^ { - i p x } \right] d ^ { 3 } p ,",2336fcc2f1.png
"\begin{array} { l } { \Phi _ { 2 } = ( \phi _ { 2 } ^ { + } ) ^ { - 1 } \{ D _ { 2 } \} _ { p , q } , } \\ { \bar { \Phi } _ { 2 } = \phi _ { 2 } ^ { + } , } \\ { \Phi _ { 1 } = ( \phi _ { 1 } ^ { + } ) ^ { - 1 } \{ D _ { 1 } \} _ { p , q } p ^ { D _ { 2 } } , } \\ { \bar { \Phi } _ { 1 } = \phi _ { 1 } ^ { + } q ^ { D _ { 2 } } . } \\ \end{array}",607728aa68.png
"\delta { \cal L } _ { r e d } ~ ~ \sim ~ ~ \partial _ { ( + } \left[ ~ { \bar { \epsilon } } ( D _ { - ) } \psi ) \phi ^ { * } ~ + ~ c . c . \right] ~ ~ ,",30dbabc472.png
\epsilon _ { \mathbf { p } } = \pm \sqrt { \left( E _ { \mathbf { p } } \pm \mu \right) ^ { 2 } + \chi ^ { 2 } } .,285feda2c2.png
\int d ^ { 2 p - 2 } x \sqrt { \operatorname* { d e t } ( \delta _ { i j } + 2 \pi \alpha ^ { \prime } F _ { i j } ) } \ .,329e5a0233.png
"Q = \frac { 1 } { 2 \pi R } \int _ { 0 } ^ { L } \partial _ { x } \varphi ( x , \, t ) d x \, .",795e058d5e.png
"i \hat { { \cal V } } ( x , y ) \; ( \equiv i { \cal V } ( x , y ) \, \hat { A } ) \to 2 \int \frac { d ^ { \, 4 } P } { ( 2 \pi ) ^ { 4 } } \, e ^ { - i P \cdot ( x - y ) } \left[ P \cdot \partial _ { X } f ( X ; P ) \right] \hat { A } .",6d2a1c8fd2.png
"f ( n _ { 1 } n _ { 2 } n k ) { \bar { f } } ( n _ { 1 } , n _ { 2 } , n k ) = 1",2bcf312d4d.png
{ \cal D } = \left( \begin{array} { c c } { - \frac { d ^ { 2 } } { d x ^ { 2 } } + 4 } & { 0 } \\ { 0 } & { - \frac { d ^ { 2 } } { d x ^ { 2 } } + 4 - \frac { 6 } { \operatorname { c o s h } ^ { 2 } x } } \\ \end{array} \right) \qquad .,2e26b03a14.png
"S _ { b o s } \, = \, \int d ^ { 3 } x \, \left( \pm \frac { i } { 2 } A _ { \mu } \epsilon _ { \mu \nu \lambda } \partial _ { \nu } A _ { \lambda } \, - \, \frac { i } { \sqrt { 4 \pi } } s _ { \mu } \epsilon _ { \mu \nu \lambda } \partial _ { \nu } A _ { \lambda } \right) ~ ~ ~ ,",465798ba74.png
"\omega _ { \pm } ( p , \sigma ) = \sqrt { C ( p ) ^ { 2 } + m _ { \sigma } ^ { 2 } + ( B ( p ) \pm \Lambda ) ^ { 2 } }",10b43f9ed8.png
"2 i \pi \Theta [ - \epsilon ( z ) ] [ \; ] { \cal B } ( - \alpha , \beta + \alpha + 1 ) \left[ e ^ { i \pi \epsilon ( z ) \alpha } - e ^ { i \pi \alpha } \right] z ^ { - \alpha - \beta - 1 } =",50f03ab5e7.png
"{ \cal L } = - { \frac { 1 } { 2 } } \left\{ U \partial _ { \mu } { \bf X } \cdot \partial ^ { \mu } { \bf X } + U ^ { - 1 } { \cal D } _ { \mu } \varphi { \cal D } ^ { \mu } \varphi + \mu ^ { 2 } U ^ { - 1 } \right\} ,",4c3ade589c.png
"W _ { i } ( \xi ) = \int _ { 0 } ^ { \infty } i \Delta ^ { + } ( \xi , \kappa ) \rho _ { i } ( \kappa ) d \kappa , \quad i = 1 , 2",6535c971df.png
"{ \cal E } ^ { B } = \frac 1 { 1 2 \pi } \int _ { - \infty } ^ { \infty } [ d \tau \, a ^ { 2 } \sqrt { f ^ { \prime } } - d ( a \sqrt { f ^ { \prime } } ) ] ,",51973bf662.png
"m ^ { 2 } ( a ^ { 2 } / 2 , \chi ) = \frac { \mu ^ { 2 } a ^ { 4 } } { 4 }",31d37292e5.png
\tilde { D } = ( D \tilde { \theta } ) ^ { - 1 } D,21f28c027e.png
{ \cal D } _ { 2 } = { \cal D } _ { 3 } | _ { r = { \rho } } + \frac { i { \gamma } ^ { 3 } } { \rho } .,471d4175f7.png
"\tilde { a } _ { 1 } = 2 a _ { 1 } + a _ { 3 } , \qquad \tilde { a } _ { 2 } = 2 a _ { 2 } + a _ { 3 } .",42413b33eb.png
"\lbrack 1 , 1 \rbrack _ { Z _ { 2 } } = \lbrack 1 , \gamma \rbrack _ { Z _ { 2 } } = 0 , \quad \lbrack \gamma , \gamma \rbrack _ { Z _ { 2 } } = - 2 .",34375303b9.png
\frac { i } { 2 \xi } \int d ^ { 4 } x ( \partial . { \hat { A } } ^ { a } ) ^ { 2 },e8fac80be0.png
"d s ^ { 2 } = ( r ^ { 2 } / R ^ { 2 } - 1 ) d t _ { s } ^ { 2 } - { \frac { d r ^ { 2 } } { r ^ { 2 } / R ^ { 2 } - 1 } } + r ^ { 2 } d \Omega _ { D - 2 } ^ { 2 } \; ,",3948c68dfe.png
"{ \bf E } _ { \infty } \simeq \frac { Q \, { \bf r } } { 4 \pi r ^ { 3 } } \, , \ \, , \ \ { \bf B } _ { \infty } \simeq \frac { { \bf m } \wedge { \bf r } } { 4 \pi r ^ { 3 } } \, .",aa9c1f0792.png
"E ( l ) = \sum _ { k = 1 } ^ { l } E ( l , k ) = \frac { 1 } { l } \sum _ { d | l } \mu ( l / d ) \left\{ F _ { d + 1 } + F _ { d - 1 } \right\} \, ,",800beaf2d4.png
"\begin{array} { c c l } { \vspace { . 2 c m } } & { } & { \omega ^ { 2 } ( x ) = - \mathrm { T r } \Big [ \Big ( W ^ { \prime } ( \hat { \Phi } ) + [ \hat { X } , \hat { Y } ] \Big ) \frac 1 { x - \hat { \Phi } } \Big ] \ , } \\ \end{array}",6b309bd9e0.png
Q _ { 5 } = - i \int d ^ { 3 } x \langle j _ { 4 } ^ { 5 } \rangle,333eac3e9f.png
D _ { t } = \{ x | f ^ { 2 } ( x ) < 2 \gamma t \},2296f849c2.png
"\frac { \delta m _ { i } } { m _ { i } } = \frac { \beta ^ { 2 } } { 2 h } \operatorname { c o t } \frac { \pi } { h } \, \, .",bc13232098.png
"2 \ell \rightleftharpoons \frac { 1 } { T } \, ; \hspace { 2 c m } p \rightleftharpoons - u .",40e9bc17aa.png
"\operatorname { e x p } \left( { \frac { \Phi } { 2 } } \right) = { \frac { C _ { 0 } } { \operatorname { l o g } { \rho / \rho _ { 0 } } } } ,",60577e99a1.png
"\epsilon ^ { * } = - { \frac { 2 c _ { V } ( G ) } { \pi k } } ,",55141725a8.png
"\frac { S } { \tilde { S } ^ { ( n ) } } = O \left( \frac { 1 } { \lambda ^ { n + 1 } { \cal T } ^ { 3 } \, V } \right) .",633712725b.png
"G ( \mu ) = G _ { 0 } l ^ { 1 - d } W ^ { \Delta } F \left( \Delta , \Delta - \frac { d } { 2 } + \frac { 1 } { 2 } , 2 \Delta - d + 1 , W \right) ,",56d58715d5.png
\hat { \lambda } _ { j } \cdot \hat { \sigma } _ { q } ^ { x } \hat { \gamma } _ { i } ^ { + } = \hat { \lambda },6d6e4f3920.png
"\epsilon ^ { \mu \nu } = { \frac { 1 } { 2 } } e ( e ^ { \mu { [ + 2 ] } } e ^ { \nu { [ - 2 ] } } - e ^ { \mu { [ - 2 ] } } e ^ { \nu { [ + 2 ] } } ) , \qquad \left( \epsilon ^ { { 0 1 } } = - \epsilon _ { { 0 1 } } = 1 \right) ,",571314b80e.png
"{ \cal L } ^ { ( 2 ) } = \pi ^ { a } \partial _ { 0 } { n } ^ { a } - \Omega _ { 1 } \partial _ { 0 } { \rho } - \Omega _ { 2 } \partial _ { 0 } { \sigma } - { \cal H } ^ { ( 2 ) } ,",14fffb7ef9.png
\left( \begin{array} { c } { \delta _ { \; \; \beta } ^ { \alpha } } \\ { - \delta _ { \; \; \beta } ^ { \alpha } } \\ \end{array} \right) .,180d06c7af.png
"e ^ { i \Gamma [ A ] } = \int { \cal D } \psi { \cal D } \overline { \psi } e ^ { i \int d ^ { 2 } x \overline { \psi } i D \! \! \! / \psi } ,",32a64a6e80.png
F ^ { T } \rightarrow - { \frac { 1 } { T ^ { 2 } } } ~ F ^ { T } \; .,3c1d34583b.png
"\Pi ( q ) \equiv \prod _ { i < j } \sigma ( q _ { i j } ) , \hspace { 1 c m } \sqrt { g } = - \frac { l } { n } \sigma ^ { \prime } ( 0 ) ,",1a2262a3e2.png
